Image Path,Caption,coco Generated Caption 0,coco Score 0,coco Generated Caption 1,coco Score 1,coco Generated Caption 2,coco Score 2,coco Generated Caption 3,coco Score 3,coco Generated Caption 4,coco Score 4,coco Generated Caption 5,coco Score 5,coco Generated Caption 6,coco Score 6,coco Generated Caption 7,coco Score 7,coco Generated Caption 8,coco Score 8,coco Generated Caption 9,coco Score 9,conceptual Generated Caption 0,conceptual Score 0,conceptual Generated Caption 1,conceptual Score 1,conceptual Generated Caption 2,conceptual Score 2,conceptual Generated Caption 3,conceptual Score 3,conceptual Generated Caption 4,conceptual Score 4,conceptual Generated Caption 5,conceptual Score 5,conceptual Generated Caption 6,conceptual Score 6,conceptual Generated Caption 7,conceptual Score 7,conceptual Generated Caption 8,conceptual Score 8,conceptual Generated Caption 9,conceptual Score 9
dataset/coco/images/tmp/COCO_val2014_000000030549.jpg,a few drag queens make some cake and eat it,Two women posing for a picture with a computer.,0.23715726,Two women who are posing for a picture together.,0.23674619,Two women in red shirts are posing with a photograph.,0.29290354,Two women in a picture with a box.,0.25694948,Two women pose for a picture together in front of a computer.,0.22414124,Two women posing with a picture of a girl and a boy.,0.29310274,Two women in red shirts and brown ties posing for a picture.,0.22972485,Two women posing in front of a photograph of a boy and girl.,0.24878672,Two women pose for a picture together in a library.,0.20674318,Two women posing with a picture of a man and a girl.,0.28348753,"fictional character and person, with the jersey.",0.2647528,people with the football team's head coach.,0.2520308,person and her sister who are both women.,0.23601708,the girls of the soccer team.,0.27552497,my sister and i with a football team t - shirt.,0.2748113,"person, left, and person, right, with a costume made for a football game.",0.3064354,"person and her sister, with a custom made costume for their soccer game.",0.31855822,person and her friends with a football.,0.26109546,person and her sister with the football team's jersey.,0.31645662,the team of football player.,0.22240731
dataset/coco/images/tmp/COCO_val2014_000000066072.jpg,A surfer surfing on the surfboard with an oar in the ocean. ,A man is riding a surfboard in the water.,0.31608707,A man is riding a surfboard on a wave.,0.30420414,A man is surfing in the ocean on a board.,0.3045823,A person on a surfboard in the water.,0.31505838,A man in a wet suit is surfing on a board.,0.3221292,A man on a surfboard in the water.,0.3079265,A man riding a wave on top of a surfboard.,0.3085965,A man riding a wave on top of a surfboard.,0.3085965,A man is surfing on a wave in the ocean.,0.2830298,A man on a surfboard riding a wave.,0.30218768,person gets some air on the back of a wave.,0.27333614,a surfer on a longboard.,0.29516208,a surfer getting off the board of a wave.,0.30110547,person surfs a wave at the start of the day.,0.29550818,surfing in the summer season.,0.2991658,person was on the water.,0.22907272,a surfer gets towed into a wave.,0.28702247,person tries his luck on the waves.,0.27815652,person surfing in the waves.,0.2897863,surfer surfing a wave in the morning.,0.27842033
dataset/coco/images/tmp/COCO_val2014_000000513699.jpg,A group of people that are at the beach.,A group of people on a beach with surfboards.,0.3029858,A group of young people standing on top of a sandy beach.,0.23456189,A group of people on the beach with surfboards.,0.3037021,A group of people with surfboards on a beach.,0.30644655,A group of people standing on top of a sandy beach.,0.22161525,A group of people standing on top of a sandy beach.,0.22161525,A group of people standing on top of a sandy beach.,0.22161525,A group of people standing on top of a beach.,0.22509551,A group of people standing on a beach with surfboards.,0.30968177,Several people are standing in the sand with surfboards.,0.31185222,surfers get ready for a wave.,0.3183682,surfers prepare to board a wave.,0.33323616,surfers gather on the beach.,0.308146,surfers head out on the water for the first day of school.,0.33444396,surfers get ready for the big wave.,0.31731975,surfers wait in the rain for a wave.,0.32440257,surfers play in the surf.,0.29419768,a surfer gets ready to take a surfboard.,0.29668286,a surfer gets ready to go into the water.,0.29939047,a surfer tries out the wave during a recent storm.,0.2703112
dataset/coco/images/tmp/COCO_val2014_000000045057.jpg,This messy pizza is covered in cheese and mushrooms,"A pizza with mushrooms, cheese, and onions.",0.29707152,A pizza in a box with toppings on it.,0.2902266,A pizza with toppings in a box on a table.,0.2926254,A pizza with many toppings is in a pizza box.,0.29887906,A pizza with toppings in a cardboard box.,0.2977044,A pizza with various toppings in a pizza box.,0.29788667,A pizza with mushrooms and other toppings in a box.,0.2999023,A pizza in a pizza box covered in cheese and toppings.,0.29611006,A pizza with toppings is in a box.,0.29429024,A pizza sitting inside of a box on top of a table.,0.27729934,person : pizza from the inside out.,0.29302943,"pizza from the outside, inside.",0.2869803,pizza from the store i worked at.,0.28724313,the pizza i ordered for the party.,0.29921106,the pizza i ordered from my aunt.,0.29094192,i tried this pizza on a trip!.,0.29880208,person : the pizza i ordered was really good.,0.26951218,food is a new take on pizza.,0.28209588,a pizza from the oven.,0.29154977,"food, this is the most amazing pizza i've ever eaten.",0.29229164
dataset/coco/images/tmp/COCO_val2014_000000372577.jpg,a tennis player holding a tennis racket on a court,A tennis player walking across a tennis court holding a racket.,0.29845846,A tennis player is standing on a blue tennis court.,0.30037725,A man holding a tennis racquet on a tennis court.,0.3087058,A man standing on a tennis court holding a racquet.,0.30975115,A man holding a tennis racquet on a tennis court.,0.3087058,A man is holding a tennis racquet on a tennis court.,0.30985737,A man holding a tennis racquet on a tennis court.,0.3087058,A man holding a tennis racquet on top of a tennis court.,0.3120966,A man holding a tennis racquet on a tennis court.,0.3087058,A man holding a tennis racquet on a tennis court.,0.3087058,tennis player and his coach during a practice session.,0.30279437,tennis player is a professional tennis player.,0.283653,tennis player playing at the tournament.,0.29133552,tennis player is seen playing tennis player during a practice session.,0.29551515,"tennis player, left, celebrates his victory over tennis player during the men's singles final on day.",0.30624616,tennis player plays a forehand in the first round of the tennis tournament.,0.27818343,tennis player celebrates winning his match against tennis player.,0.3005849,tennis player and tennis player during a practice session for event.,0.3012685,tennis player returns a shot to tennis player during the first round.,0.29365665,tennis player at the tennis tournament.,0.27793056
dataset/coco/images/tmp/COCO_val2014_000000275202.jpg,"A blurry image of pizza with a fork, knife and drink",A pizza sitting on top of a wooden table.,0.29100373,A pizza on a plate on a table.,0.28704664,A pizza sitting on top of a wooden cutting board.,0.2774334,A pizza on a plate with a fork and knife.,0.27186614,A pizza with toppings on a plate on a table.,0.27554235,A large pizza sitting on top of a white plate.,0.26959252,A pizza sitting on top of a white plate.,0.27108818,A pizza with several toppings on a plate.,0.2737971,A small pizza with lots of toppings on a white plate.,0.26733375,A pizza sitting on top of a white plate.,0.27108818,a slice of pizza made with a mix of ingredients.,0.26664296,this pizza is the best part of my day.,0.27541995,person : a piece of pizza with a side of meat.,0.25021785,a slice of pizza on a wooden board.,0.2640763,pizza with a cap of course.,0.2715413,this is the pizza i had on my table.,0.3069999,my pizza on a stick.,0.26776624,a piece of pizza from the oven.,0.25533205,pizza from the oven in the restaurant.,0.29552233,this is what the pizza looked like.,0.29233456
dataset/coco/images/tmp/COCO_val2014_000000294831.jpg,Two pieces of pizza are served on a plate.,A pizza sitting on top of a pan on a table.,0.28432915,A pizza sitting on top of a pan on a counter.,0.28532642,A half eaten pizza on a tray on a table.,0.2766841,A large pizza sitting on top of a pizza pan.,0.29160985,a pizza that is on a pan on a table.,0.2888554,A pizza sitting on top of a pan on top of a stove.,0.28461015,A pizza sitting on top of a metal pan.,0.2787488,A pizza on a tray with a knife and fork.,0.26829737,a close up of a plate of pizza on a table                           .,0.26106307,A pizza on a pan with a knife and fork.,0.275518,this pizza was made in my kitchen.,0.28815955,this is what my pizza looked like before i started work.,0.2881062,the pizza was in a box.,0.26301706,my husband made me this pizza.,0.2859227,pizza on a tray.,0.275249,i made this pizza for my husband's birthday.,0.26419017,the pizza : person was kind enough to share this picture of the oven with us.,0.26216364,the pizza i made with a stick of butter and a fresh tomato.,0.2664898,i love pizza.,0.27406347,the pizza i made for my sister.,0.2921087
dataset/coco/images/tmp/COCO_val2014_000000190291.jpg,A group of people sitting at a table holding different pizzas.,People sitting at a table with pizza and drinks.,0.32291156,A group of people sitting around a table with pizza.,0.31569594,A group of people sitting around a table with pizza.,0.31569594,A group of people sitting around a table with pizza.,0.31569594,A woman sitting at a table with two pizzas and two drinks.,0.31170762,A group of people sitting around a table with pizzas.,0.31615707,A group of people sitting at a table with pizza.,0.3197143,A group of people sitting around a table with pizza.,0.31569594,A group of people sitting around a table with pizzas.,0.31615707,A woman and a man sitting at a table with pizza.,0.29633284,the pizza was a hit.,0.26932672,person at the restaurant with person.,0.22613296,the family eat their meal at the restaurant.,0.28766078,person and i at a restaurant.,0.22556207,a full meal for two.,0.2542451,the whole gang at dinner.,0.26780412,we had a great time at person.,0.22802922,person and i eating pizza at a restaurant.,0.27204695,person had some good food for us.,0.25180405,"the restaurant is full of cute, kid - friendly dishes.",0.26344275
dataset/coco/images/tmp/COCO_val2014_000000246649.jpg,A shirtless man playing tennis on a blue court.,A man with a racket stands on a court.,0.3243099,A man swinging a tennis racquet on top of a tennis court.,0.30670315,A man in white shirt and shorts playing a game of tennis.,0.33304173,A man with a tennis racket hits a tennis ball.,0.29413682,A man in a blue shirt and white shorts playing tennis.,0.33576584,A man with a tennis racquet on a court.,0.33467823,A man on a tennis court with a racquet.,0.32584685,A man in white shirt and black shorts playing a game of tennis.,0.34056494,A man in shorts and a blue shirt is playing tennis.,0.32850748,A man standing on a tennis court holding a racquet.,0.31457338,tennis player in action during a tennis match.,0.35154793,tennis player returns the ball to tennis player during the quarter final match at the tennis tournament.,0.30754796,tennis player in action during a practice session.,0.35252023,tennis player in action during a training session.,0.35788736,tennis player hits a forehand in his first round match against tennis player.,0.3319127,tennis player in action during a match.,0.34908235,tennis player in action during a practice session.,0.35252023,tennis player in action during the tournament.,0.34484547,tennis player during a practice session for the tennis tournament.,0.34077716,tennis player during a practice session.,0.34963036
dataset/coco/images/tmp/COCO_val2014_000000199449.jpg,A living room with hard wood floors filled with furniture.,A living room filled with furniture and a hard wood floor.,0.29474896,A living room filled with furniture and a flat screen TV.,0.29075563,A living room filled with furniture and a window.,0.2662629,A living room filled with furniture and a flat screen TV.,0.29075563,"A living room with a couch, chair and table.",0.28845435,A living room filled with furniture and a flat screen TV.,0.29075563,A living room filled with furniture and a wooden floor.,0.29051325,A living room with a brown leather sofa and wooden coffee table.,0.28752342,A living room with leather furniture and a glass door.,0.27034202,A living room with brown leather furniture and a white couch.,0.30105627,a view of the living room.,0.29958734,the living room with dining table.,0.300642,another view of the living room.,0.30307975,the living room of the apartment.,0.29841167,a city for sale property.,0.22327654,"the living room, with new carpet and new furniture.",0.31728733,the living room is in the basement.,0.29248947,"the living room, with the dining room.",0.30246285,living room with a big tv.,0.2528559,living room with a view.,0.2261971
dataset/coco/images/tmp/COCO_val2014_000000001626.jpg,Two smiling young people playing a game of Wii.,A man and a woman playing a game with remote controllers.,0.26467872,Two men playing a video game in a living room.,0.29834616,A couple of men standing in a living room holding Nintendo Wii game controllers.,0.33227566,A man and a woman are playing a video game.,0.27675614,Two men playing Wii in a living room.,0.32435188,A couple of men standing next to each other in a living room.,0.29867363,A man and a woman playing a video game.,0.26771724,A couple of men standing in a living room next to a  Nintendo Wii.,0.3082201,Two men playing a game with Nintendo Wii controllers.,0.32419163,Two men playing a video game in a living room.,0.29834616,making a new pair of shoes.,0.21186996,person is playing a game of bowling with his father.,0.25028494,person and i trying to get the big sleeves on the back of our dress.,0.2664441,the cast of the new movie.,0.21662864,me and my brother running around the house.,0.30419686,person and i playing around with our new pair of shoes.,0.27600023,"person, left, and person, watch as person performs a dance routine.",0.29324615,"person, left, and person prepare to play the guitar for person.",0.2805524,person has fun in the living room.,0.2750305,a man in a tuxedo plays with a guitar.,0.2162013
dataset/coco/images/tmp/COCO_val2014_000000234251.jpg,A young child holding a Nintendo Wii game controller.,A child holding a remote control in front of a couch.,0.3623882,A child holding a remote control in their hands.,0.3314005,A young girl playing a video game on a couch.,0.31028974,A young girl holding a Nintendo Wii game controller.,0.3152647,A little girl holding a game controller while standing on a bed.,0.33330458,A little girl is playing with a Wii.,0.3258049,A young girl is holding a remote control.,0.33445585,A child is holding a video game controller.,0.30773276,A little girl holding a remote control in her hand.,0.3172145,A young girl holding a Nintendo Wii game controller.,0.3152647,how to paint a rug with chalk.,0.2262648,how to keep a child's hand out of the door.,0.292398,how to clean a couch with a sponge.,0.28525594,how to turn a pillow cover into a dresser.,0.27839825,how to make a dresser out of wrapping paper.,0.256423,the girl is trying to put a book in the cabinet.,0.29677734,image of a toddler girl opening a book.,0.3093016,photo - a little girl in her room grabs a book from the shelf.,0.31585145,how to fix a broken arm on a couch.,0.30920872,how to clean a couch with a vacuum cleaner.,0.29509482
dataset/coco/images/tmp/COCO_val2014_000000281376.jpg,The two monitors are sitting among the laptops.,A desk with two computers and a laptop.,0.320041,Three computer monitors are on a desk.,0.33752048,"A wooden desk with two monitors, a laptop, and a mouse.",0.3174893,Three computer monitors sitting on top of a wooden desk.,0.32193244,A computer desk with two monitors and a laptop.,0.32231435,"A desk with two monitors, a keyboard and two laptop computers.",0.33066934,Three computers are sitting on a desk with two monitors.,0.33194736,Three computer monitors and one laptop on a desk.,0.34131837,Three computer monitors sitting on top of a desk.,0.32382107,Three computers are on a desk with a lamp.,0.32933024,my desk with all my computers.,0.3120786,a screenshot of my desk in my office.,0.31028253,the main desk with all the gadgets.,0.3134554,my desk in the office.,0.29604876,my desk in the office.,0.29604876,the only thing i really like about my desk is that it's actually quite large.,0.31265414,i want to have a desk like this!.,0.31822404,i'm in the office and working on my computer.,0.269821,i love this picture of the desk.,0.3031024,a screenshot of my desk with all my cables.,0.31747806
dataset/coco/images/tmp/COCO_val2014_000000326082.jpg,A very nice living room that is very clean.,"A room with a large rug, a television and a table.",0.28786743,A living room with a large flat screen tv on top of a wooden entertainment center.,0.287513,A living room filled with furniture and a flat screen TV.,0.28592277,A large open living room with a television and a dining room.,0.30474922,"A living room with a sofa, chair and a television.",0.2621438,A living room with a large television and couch.,0.27579832,A large living room with a large couch.,0.27530438,A living room filled with furniture and a flat screen TV.,0.28592277,"A living room with a couch, chair, table and a television.",0.27059576,"A living room with a couch, coffee table and television.",0.2719173,living room in the rental home.,0.27982938,a city for sale property.,0.22293556,view of the living room.,0.28856236,the living room with a fireplace.,0.25598955,the living room of the rental home.,0.2756315,view of the living room.,0.28856236,living room looking towards the dining area.,0.25456095,the living room with the view.,0.2609163,photo of living room with the dining area.,0.30172288,the living room in a new home.,0.2790308
dataset/coco/images/tmp/COCO_val2014_000000525619.jpg,A kite is flying in the air at a park.,A man is flying a kite in a large field.,0.3206947,A person in a field flying a kite.,0.31878954,A woman flying a kite in a large grassy field.,0.30966744,A man flying a kite in a field near some buildings.,0.33384508,A person flying a kite in a field.,0.31661165,A woman standing in a field flying a kite.,0.30990195,A woman standing in a field flying a kite.,0.30990195,A woman is flying a kite in a field.,0.31574565,A person on a field flying a kite.,0.32558504,A person flying a kite in a field.,0.31661165,"the kangaroo, a species that is native.",0.2604757,the kangaroo in the middle.,0.278607,the back of the park.,0.26434076,a kangaroo on the grass.,0.3070977,the village has been given a makeover with a new playground and a new dog park.,0.2973022,a kangaroo in the grass.,0.28677607,"the kangaroo, in a field.",0.29680437,a kangaroo sitting on a fence.,0.23826173,the kangaroo and other small dogs are on the grass.,0.3054376,a kangaroo sits on the grass.,0.3012336
dataset/coco/images/tmp/COCO_val2014_000000393031.jpg,A guy up to bat in a action in a baseball game.,A batter is swinging at a pitch during a baseball game.,0.32328278,A baseball player holding a bat on top of a field.,0.29249418,A baseball game with a batter swinging at a ball.,0.3235098,A boy swinging a baseball bat at a ball.,0.31049514,A baseball player swinging a bat on a field.,0.31429246,A batter swings at a pitch in a baseball game.,0.3279937,A baseball player is swinging at a pitch.,0.311662,A batter swings at a pitch in a baseball game.,0.3279937,A baseball player swinging a bat over home plate.,0.3018382,A baseball player pitching a ball to a batter.,0.29936087,baseball player in a baseball game.,0.3245049,baseball player in action during a baseball game.,0.3291993,a baseball player prepares to throw the ball to the plate.,0.3128759,a baseball player prepares to hit a ground ball.,0.32414448,baseball player getting ready to hit the ball.,0.3070322,baseball player in the baseball game.,0.3371129,a baseball player throws a pitch.,0.290025,baseball player in action during a game.,0.3233951,a baseball player in action.,0.32198814,baseball player hits a home run in the game.,0.2892192
dataset/coco/images/tmp/COCO_val2014_000000385514.jpg,A baseball player swinging his bat at a baseball.,A baseball player holding a bat on top of a field.,0.29829675,A baseball player swinging a bat during a game.,0.3378619,A baseball player is hitting the ball with the bat.,0.32603866,A man swinging a baseball bat at a ball.,0.31563777,A baseball player is about to hit the ball.,0.32127404,A baseball player swings his bat at a pitch.,0.32785794,A baseball player swinging a bat during a game.,0.3378619,A man that is standing in the dirt with a bat.,0.26702997,A baseball player swings at a pitch during a game.,0.3357978,A baseball player swinging a bat at a ball.,0.32234144,person hits a single in the seventh inning against country.,0.2879833,baseball player hits a single off person in the second inning.,0.30810976,baseball player hits a single in the third inning against constitutional republic.,0.30237705,person hits a single off baseball player during the second inning of a baseball game.,0.29072872,baseball player in action during the game.,0.334229,baseball player hits a single in the third inning.,0.3285153,baseball player hits a single off baseball player during the first inning of a baseball game.,0.27607253,baseball player hits a single during a game against country.,0.3086297,baseball player hits a single in the fourth inning of a baseball game against sports team.,0.31659186,"baseball player, hits a home run against constitutional republic during the second inning of a baseball game.",0.30548972
dataset/coco/images/tmp/COCO_val2014_000000539355.jpg,there is a green clock in the street,A large clock with Roman numerals hanging from the side of a building.,0.28874832,A large clock mounted to the side of a building.,0.30837858,A clock tower in a town center with a sign in the foreground.,0.28897333,A large clock hanging from the side of a building.,0.29204446,A large clock on the side of a building.,0.29547477,A large clock on the side of a building.,0.29547477,A clock with Roman numerals and a sign for a market.,0.32221115,A large clock mounted to the side of a building.,0.30837858,A large clock on a pole in a town square.,0.31402737,A clock on the side of a building with people standing around.,0.2860598,the clock on the outside of the building.,0.27830833,the clock tower on the corner.,0.2799259,the clock tower in the village.,0.28008455,the clock tower in the centre.,0.2762118,the clock in the old town.,0.31053594,the clock tower in the town.,0.2713275,the clock tower at the entrance.,0.2890457,the clock tower on the corner.,0.2799259,a city was built and was first built.,0.21805757,a clock on the wall.,0.27604175
dataset/coco/images/tmp/COCO_val2014_000000320180.jpg,an image of a woman sitting down on a couch with laptop,A woman laying on her back in a bed.,0.26653448,A woman laying on her back on a bed.,0.26857543,A person laying on a bed in a room.,0.2534494,A person laying on a bed in a room.,0.2534494,A person laying on a bed with a laptop.,0.25360674,A woman laying on her bed looking at a laptop.,0.27583945,A woman laying on her back on a bed.,0.26857543,A person with their legs crossed laying on a bed.,0.264896,A woman laying on top of a bed with a laptop.,0.26242122,A person is laying on a bed with a laptop.,0.24857795,"i'm not a big fan of the legs, but i love the idea of a low back.",0.25626913,"person, a woman in a wheelchair.",0.2542752,a new view of the thigh.,0.2735252,i love the idea of the legs on the back of a chair.,0.28851599,actor in a scene from the film.,0.2486301,a young woman sitting on a chair.,0.26293805,a girl in a chair with her feet in the air.,0.27777043,behind the scenes of person and her new movie.,0.24022986,the back of my leg.,0.23118865,person by the window of the train.,0.22623658
dataset/coco/images/tmp/COCO_val2014_000000357633.jpg,An alcoholic beverage besides a laptop within a restaurant ,A laptop computer sitting on top of a wooden table.,0.25210038,A laptop and beer sitting on a table.,0.33772892,A laptop computer sitting on top of a wooden table.,0.25210038,A laptop and beer are sitting on a table.,0.33491015,A laptop computer sitting on top of a wooden table.,0.25210038,A laptop computer sitting on top of a wooden table.,0.25210038,A laptop sitting on a table next to a beer.,0.32675675,An open laptop computer sitting on top of a wooden table.,0.26084757,A laptop computer sitting on top of a table.,0.2596925,A laptop computer sitting on top of a wooden table.,0.25210038,my laptop and my laptop at the bar.,0.30064213,this is what my laptop looked like before i started work.,0.25395903,the new laptop is on the table.,0.2805891,the most important part of a good laptop is not the screen.,0.27531448,my laptop and a beer.,0.34258914,the laptop in the kitchen.,0.27905452,my laptop and a cup of coffee.,0.2818876,business is a business that makes a lot of coffee.,0.23815191,a laptop and a beer in the same location.,0.34157723,a laptop on a table.,0.28864306
dataset/coco/images/tmp/COCO_val2014_000000127801.jpg,A hand holding a smartphone with a small screen.,A person holding a cell phone in their hand.,0.27306694,A person holding a cell phone with a picture of a man on it.,0.24299817,A person holding a black cellphone with a picture of a person on it.,0.2821805,A person holding a cell phone with a picture of a woman on it.,0.24306834,A person holding a cell phone with a picture of a woman on the screen.,0.24471508,A person holding a cell phone in their hand.,0.27306694,A person holding a cell phone with the timeID displayed.,0.29383105,A person holding a cell phone with a picture of a person holding a cell phone.,0.25921378,A person holding a cell phone with a picture of a woman on it.,0.24306834,A person holding a black cellphone with a picture of a person holding a cell phone in their hand.,0.29511625,how to make a phone out of an old phone.,0.2572859,a smartphone with an iphone.,0.28162804,how to change the settings on computer.,0.1835414,how to replace a cracked or damaged smartphone.,0.26630473,the best case for your iphone.,0.2528029,smartphone with a remote control.,0.297953,how to replace a phone with an iphone.,0.24294835,how to change your phone's settings in steps.,0.25394446,how to make a smartphone from scratch.,0.24460323,how to change the number on your smartphone.,0.257364
dataset/coco/images/tmp/COCO_val2014_000000537991.jpg,a woman in a blue top with headphones and two cellphones,A woman is sitting in front of two headphones on her laptop.,0.31194,A woman sitting on a couch using a cell phone.,0.32517338,A woman is sitting in front of two cell phones.,0.3264845,A woman sitting on a couch with two cell phones.,0.32816976,A woman in a red sweatshirt is on a cell phone and sitting next to a Christmas tree.,0.35645443,A woman holding two cell phones in her hands.,0.30703533,A woman sitting on a couch with two cell phones.,0.32816976,A woman sitting on a couch with a cell phone.,0.31967258,A woman is sitting on the couch and using her cell phone.,0.3099162,A woman sitting on a couch with two cell phones.,0.32816976,person at home with the new smartphone.,0.27998644,person is photographed on the set of her new song.,0.23259583,person at home with the new phone.,0.28199312,person on the phone at home.,0.26541892,person is the first person to use a cell phone.,0.2678661,a woman sitting on a couch in front of a christmas tree using a mobile phone.,0.35535032,"person with her new phone, which she uses to play music.",0.3172338,person is ready to use her new cell phone for the holidays.,0.3269938,person at the christmas tree.,0.24367966,person with the new technology.,0.27130982
dataset/coco/images/tmp/COCO_val2014_000000025758.jpg,A lady holding a pan with a big turkey in an open oven.,A woman in a kitchen removing a turkey from an oven.,0.3843882,A woman is preparing a turkey in a pan.,0.36337313,A woman is placing a turkey into an oven.,0.38629445,A woman is using an oven mitt to peel a turkey.,0.38009912,A woman is preparing food in a turkey roasting pan.,0.3544734,A woman is pulling a turkey out of an oven.,0.37355766,A woman putting a turkey into an oven.,0.37073827,A woman putting a turkey in the oven.,0.36111608,A woman opening a turkey in a pot.,0.35436743,A woman opening an oven with a turkey in it.,0.3728734,a woman prepares a turkey for thanksgiving dinner.,0.35849667,a woman prepares food for a family dinner.,0.29952437,a woman prepares food in her kitchen.,0.28475207,woman baking a turkey at home.,0.36231965,a woman preparing food in the kitchen.,0.29692948,a woman puts her hands on the back of her head as she prepares to bake a turkey.,0.33332887,a woman puts a baked turkey on the stove in her home.,0.38977307,a woman prepares a turkey for thanksgiving dinner.,0.35849667,a woman prepares food in a kitchen.,0.28945026,a woman prepares a turkey.,0.35477325
dataset/coco/images/tmp/COCO_val2014_000000565198.jpg,A little girl holding a blow dryer next to her head.,A young girl is blow drying her hair.,0.33967257,A young girl blow drying her hair with a blow dryer.,0.34684873,A little girl is blow drying her hair.,0.32284993,A little girl blow drying her hair with a blow dryer.,0.33147782,A young girl is blow drying her hair.,0.33967257,A young girl is blow drying her hair.,0.33967257,A young girl is blow drying her hair.,0.33967257,A young girl is blow drying her hair.,0.33967257,A little girl with a blow dryer in her mouth.,0.31907678,A young girl brushing her hair with a hair dryer.,0.35465246,how to make a spray paint brush for a girl.,0.28258586,person puts her hair into the shower.,0.23757565,"person, tries to blow on a new hair.",0.2386541,the girl in the dressing room.,0.23254512,person washing her hair with a sponge.,0.25565028,person with her hair styled in a ponytail.,0.2545847,person is brushing her hair with a brush.,0.27954757,girl getting ready for a shower.,0.24860483,the girl in the mirror.,0.22889268,the girl with a hair dye.,0.2501266
dataset/coco/images/tmp/COCO_val2014_000000577160.jpg,A lovely dinner and a bottle of wine,A plate of food with a glass of wine.,0.2747191,A person sits at a table with food and wine.,0.28708386,A table topped with a bowl of food and a glass of wine.,0.3055267,A meal on a table with a bottle of wine and two glasses.,0.29308945,A table with a lot of food and wine on it.,0.29092354,A table topped with a bowl of food and glasses of wine.,0.29951835,A table with a plate of food and wine.,0.28252828,A meal is on a table with a bottle of wine.,0.29489532,A bowl of food on a table next to a glass of wine.,0.28994635,A table topped with a bowl of food and a glass of wine.,0.3055267,person has been making me a salad for years.,0.23147349,person and food at the picnic.,0.22637486,a plate of food at a wedding.,0.23826486,this is the recipe i've been looking for.,0.21216421,person - a dish that i tried on at the beach.,0.25330412,"cranberries, chilli, and food from the buffet.",0.22248207,my favourite part of the meal.,0.23664828,a selection of food at a table.,0.2737811,i'm always partial to food that's good for you.,0.24601236,a beautiful summer's day with food.,0.2745808
dataset/coco/images/tmp/COCO_val2014_000000321333.jpg,a couple of young kids are sitting together,Two young children pose for a photo together.,0.31726497,Two boys sitting next to each other with a teddy bear.,0.34823984,Two young boys posing for a picture in a black and white photo.,0.3255583,Two young boys pose for a picture together.,0.30578053,Two young boys pose together in front of a picture.,0.30679315,Two children pose together for a picture in a black and white photo.,0.31651324,Two boys are sitting next to each other.,0.28601927,A black and white photo of two young boys sitting next to each other.,0.32338747,A black and white picture of two boys sitting together.,0.31312156,Two young boys are posing together in front of a wall.,0.29275292,person as a child with his brother.,0.31752908,"person and her brother, pictured in the early 1950s.",0.32454854,"person with his brother, the first of his brothers.",0.28556806,person and actor as a baby.,0.30616823,person with a small baby brother.,0.2481114,"person with her brother, who was a second - year student.",0.27515018,"person and her brother, in a photo taken.",0.28313923,"person with his brother, on the day he was born.",0.30127752,"person with her brother, the first child born.",0.2758181,person as a baby with his sister.,0.31508243
dataset/coco/images/tmp/COCO_val2014_000000229688.jpg,A woman with beautiful breast sitting at a table.,A woman sitting at a table with two drinks.,0.27119654,A woman is sitting at a table with a plate of food.,0.26892674,A woman sitting at a table with a plate of food.,0.26097295,A woman sitting at a table with a plate of food.,0.26097295,A woman in a restaurant sitting at a table with a glass of juice.,0.27119735,A woman sitting at a table with a glass of orange juice.,0.2639076,A woman sitting at a table with a plate of food.,0.26097295,A woman is sitting at a table in a restaurant.,0.28623563,A woman sitting at a table with a drink in front of her.,0.26800823,A woman sitting at a table in front of a red wall.,0.26351476,me looking at the food.,0.2560211,"person, a student, was one of the first people to take a picture of me.",0.24431133,person at the food truck.,0.20497632,person at the bar on my way back from a recent visit.,0.23830873,person at the bar of person.,0.25466412,person in the restaurant with the cake.,0.24455318,person at the bar in a city.,0.2390994,person in front of the restaurant.,0.26041752,person sitting at the bar.,0.24367198,person at the restaurant where we ate dinner.,0.2539198
dataset/coco/images/tmp/COCO_val2014_000000509807.jpg,A kitchen counter with dishes dryin g on the stove,A stove top oven sitting inside of a kitchen.,0.27988955,A stove top oven sitting inside of a kitchen.,0.27988955,A kitchen with a stove top oven and a microwave.,0.26596868,A kitchen with a stove top oven next to a counter top.,0.2700979,A stove top oven sitting inside of a kitchen.,0.27988955,A kitchen with a stove and microwave and a toaster oven.,0.2605676,A kitchen with a stove and microwave above it.,0.2586998,A stove top oven sitting inside of a kitchen.,0.27988955,"A kitchen with a stove, oven and counter top.",0.26401198,A kitchen counter with a stove top oven next to a microwave oven.,0.29429102,the kitchen is ready for the day.,0.28387463,my kitchen before the remodel.,0.2467812,my kitchen ready for the day.,0.28007033,"my kitchen, with the big old cupboard.",0.28547677,the kitchen of the night.,0.28168434,a little mess in the kitchen.,0.25991502,a kitchen full of messy dishes.,0.26828954,i need to do this for my kitchen.,0.27849486,a kitchen with a little help from person.,0.2604661,the kitchen of my room.,0.29449594
